User Name,Time,Tweet,User Location,Retweeted Count,Favorited Count,Replied
BesigyeBarigye,2019-11-04 20:12:17,Our students led by the Guild President have faced the committee for education and sports  and they clearly ta ,Uganda,6,0,NaN
stacie_bm,2019-11-04 20:12:02,University faces legal threats from students of color who demand university stop using the SAT and ACT because their scores ' ,A mountain in Washington State,25,0,NaN
Michael99762469,2019-11-04 20:11:36,"From Cradle to Grave/2;Declared missing in action in October 1916 during the Battle of the Somme, Leigh was renowned as ",Knaresborough north yorkshire,6,0,NaN
beornborg,2019-11-04 20:10:54,"  College education helps, but not in every case. Richard Spencer was a student at UVA, Un  ","Florida, USA",0,0,1191387259758501889
Alansurry,2019-11-04 20:10:46,admin officer;;Location: Abuja;;0-2 years. He/she must be very conversant with the use of social media;;Education: A unive ,"Kano, Nigeria",164,0,NaN
moody07311904,2019-11-04 20:10:44,A great many students have had to quit education or leave their desired field of study just b/c they can t afford universi ,"Sheffield, England",116,0,NaN
Oak74679721,2019-11-04 20:10:31,   All too true; and it will continue all through their education. Remember they spend ,NaN,1,0,NaN
MusiCounts,2019-11-04 20:10:28,. is Canada s music education charity &amp; your support tonight in St. John s;is helping bring the magic of musi ,"Toronto, Ontario",1,0,NaN
NHS_StuServices,2019-11-04 20:10:25,Canadian Armed Forces Paid Education PlanvariableApplications accepted throughout the yearThe Canadian Armed Forces (CAF) ,"Ottawa, ON, Canada",3,0,NaN
CRYSTARC_DESIGN,2019-11-04 20:09:44,At every university ;All faculty girls are always dying to date an engineering boy.;Every guy wants to have a law female , Abuja Nigeria,8,0,NaN
CarolFace12,2019-11-04 20:09:17,"From Cradle to Grave/2;Declared missing in action in October 1916 during the Battle of the Somme, Leigh was renowned as ",UK,6,0,NaN
tmj_cao_edu,2019-11-04 20:09:07,"Can you recommend anyone for this job? Educator-PT -  #Education #LomaLinda, CA","Orange County, CA",0,0,NaN
COECentennial,2019-11-04 20:09:06,Learn what it takes to become a successful entrepreneur as a newcomer to Canada during Entrepreneurship Pathways fo  ,"Toronto, Ontario",0,0,NaN
segilolaa,2019-11-04 20:09:02,"To kickstart this year's edition, a Sensitization Programme for Lagos State University (LASU) final year students with ",Lagos,3,0,NaN
Blockchain_ABC,2019-11-04 20:08:53," All students will learn about fundamental Blockchain, DLT and smart contract concepts, aspects of the DLT business worl ",NaN,1,0,NaN
fatilatuti,2019-11-04 20:08:24,; ;Choose the future you want! The future you deserve. It s time to get what s yours! Join LSBU through Clearing - ap ,"Los Angeles, California",5,0,NaN
nerdynel17,2019-11-04 20:08:24,"There is no college education worth $100,000 per year. Absolutely not.  ",NaN,16,0,NaN
HappyProgressiv,2019-11-04 20:08:20,"Paula White is to religion what Trump University was to higher education:  a fraud.;;Paula White, Newest White House Aide, Is a ",NaN,6223,0,NaN
fatilatuti,2019-11-04 20:08:16,; ;What can t you do? It s time to get yours! LSBU is OPEN for clearing. It s time to get what s yours! Join LSBU thr ,"Los Angeles, California",1,0,NaN
timeshighered,2019-11-04 20:08:01,"Regional Australia s share of higher education students has fallen steadily, with the biggest drop occurring last y  ",Global,0,0,NaN
dr_madaan,2019-11-04 20:07:59,"Today, #Peking University, the Beijing Municipal Education Commission, and the Korea Foundation for Advanced Studies hosted th ","Ambala,Kurukshetra,Kaithal",24,0,NaN
SRSilvie,2019-11-04 20:07:47,   All too true; and it will continue all through their education. Remember  ,Cumbria,1,3,1190942886579322880
RussellHigh,2019-11-04 20:07:38,Check out our presentation and learn about the future of education: virtual reality!!! Upcoming presentation on November 7th ,"Russell, KY",3,0,NaN
Nowtolater,2019-11-04 20:07:10,"Paula White is to religion what Trump University was to higher education:  a fraud.;;Paula White, Newest White House Aide, Is a ",United States,6223,0,NaN
EduAdviserLASG,2019-11-04 20:07:08,"To kickstart this year's edition, a Sensitization Programme for Lagos State University (LASU) final year students with ","Alausa, Lagos",3,0,NaN
AngelaGemmill,2019-11-04 20:07:01,Living wage gives food for thought. Sudbury Workers' Education and Advocacy Centre (SWEAC) launches campaign tonigh  ,"Sudbury, ON",1,2,NaN
izzy_adams_15,2019-11-04 20:06:57,How the University of Utah s police department treated female victims and officers for years before Lauren McCluskey s ,"Salt Lake City, UT",78,0,NaN
BloomUAdmission,2019-11-04 20:06:50,"On Thursday October 31st, 2019 I had the honor to be recognized as Bloomsburg University s First Chartered PRESIDENT of The ","Bloomsburg, PA",20,0,NaN
russellind,2019-11-04 20:06:27,Check out our presentation and learn about the future of education: virtual reality!!! Upcoming presentation on November 7th ,"Russell, KY  41169",3,0,NaN
LarissaAllwork,2019-11-04 20:06:13,Our Annual Lecture 19 will be delivered by David Andrews OBE. Title:  Is Gatsby great for careers education? A vision for the fu ,"East Midlands, England",3,0,NaN
Laczopee,2019-11-04 20:05:33,admin officer;;Location: Abuja;;0-2 years. He/she must be very conversant with the use of social media;;Education: A unive ,lagos nigeria,164,0,NaN
DiInTheSun,2019-11-04 20:05:31,"This is a long thread, so thanks for hanging w/ me. I want to say thanks to all of the women who came forward to talk ",Utah...for now,14,0,NaN
femi_desmond,2019-11-04 20:05:28,At every university ;All faculty girls are always dying to date an engineering boy.;Every guy wants to have a law female ,"Maryland, ikorodu",8,0,NaN
gmdenatale,2019-11-04 20:04:43,Hello to all #eportchat participants.  I'm coming to you from Northeastern University in Boston.  I teach education  ,"Malden, MA, USA",0,4,NaN
dannowicki,2019-11-04 20:04:27,"""In a failed attempt to connect and relate to the group, Robbins began, 'Not to pull an Elizabeth Warren' ... "" the  ","Phoenix, Ariz.",0,0,NaN
MathJobs1,2019-11-04 20:04:27,"Position: Assistant or Associate Professor - Mathematics Education - Arizona State University, S... ",NaN,0,0,NaN
PeterUYSEG,2019-11-04 20:04:03, Have a look at key concept PFM2.4 Drag at  lots of evidence-informed resources a  ,"Knaresborough, England",0,0,1191093208077471750
RitaMiller2001,2019-11-04 20:03:53,University faces legal threats from students of color who demand university stop using the SAT and ACT because their scores ' ,NaN,25,0,NaN
DaRk_DuSt_,2019-11-04 20:03:32,"Oh look, Imran Khan is equipping the next generation of poor people with almost free University education. ","Karachi, Pakistan",48,0,NaN
byu_sucks,2019-11-04 20:03:27," My favorite part about this is that he would be one of those guys to say ""There's no such thing as Utah fans ",NOT provo,1,0,NaN
RoshanChain,2019-11-04 20:02:44,"""Universities are offering courses, but they can t keep up with the demand. Students want to learn about this, and they ju ","Washington, DC",6,0,NaN
leggat_peter,2019-11-04 20:02:37,Meet the 17-year-old who will complete his Bachelor of Advanced Science from James Cook University this year. ,"Queensland, Australia",5,0,NaN
JackieZiegler,2019-11-04 20:02:11,"Job Listing: Environmental Education Instructor: Mount Rainier Institute-University of Washington Eatonville, WA ",NaN,1,0,NaN
SNCCLA,2019-11-04 20:01:58,Mumps confirmed at Ridley High School in latest outbreak of contagious virus  Mumps in fully  ,Los Angeles,0,0,NaN
DAdesalu,2019-11-04 20:01:47,admin officer;;Location: Abuja;;0-2 years. He/she must be very conversant with the use of social media;;Education: A unive ,NaN,164,0,NaN
itssinghswati,2019-11-04 20:01:32,"  JNU has always stood for the Rights. Being a politically vibrant campus, students here understand t ","New Delhi, India",1,0,NaN
zoeyarbrough01,2019-11-04 20:01:27,Extremely blessed to announce that I will be continuing my education and baseball career at the University Of Mary Har ,NaN,23,0,NaN
Sondsajohn,2019-11-04 20:00:08,Free Education University - Is a 17 course curriculum that teaches you how to find the right financial opportunitie  ,USA,0,0,NaN
capgaznews,2019-11-04 20:00:00,"Bruce Fleming still not teaching at Naval Academy, criticizes Ted Carter as he seeks University of Nebraska preside  ","Annapolis, MD",0,0,NaN
CHCPrincipal,2019-11-04 19:59:50,Join us in celebrating Dr. McCormick being selected as one of Purdue University s Distinguished Education Alumni.  ,"Indianapolis, IN",1,0,NaN
BabajideFadoju,2019-11-04 19:59:43,"To kickstart this year's edition, a Sensitization Programme for Lagos State University (LASU) final year students with ",Nigeria,3,0,NaN
KCHScounselors,2019-11-04 19:59:33,"#KCHScollegevisit - Oglethorpe University  on Thursday, 11/7.  A small, private university in Atlant  ","Knoxville, TN",0,0,NaN
milehighcane,2019-11-04 19:59:09,"Paula White is to religion what Trump University was to higher education:  a fraud.;;Paula White, Newest White House Aide, Is a ",NaN,6223,0,NaN
traciewashere,2019-11-04 19:59:02,NEW! Resource Guide to Digital Health in Canada. Presenting the new Resource Guide to Digital Health in Canada   a compre ,Saskatchewan      she/her,2,0,NaN
NickRadioActive,2019-11-04 19:58:43,"From what I gather, here s what the  going non-profit means:;1. You can make tax-deductible donation here: ","Salt Lake City, UT",13,0,NaN
IdahoStatesman,2019-11-04 19:58:36,Landowners started building 10-room duplexes for #BoiseState students. Then the neighbors cried foul.,"Boise, Idaho, USA",2,0,NaN
DSM_Kelsey,2019-11-04 19:58:21, Take notice every other college and university in #Iowa. Recruiting #LGBTQ youth is a top priority.;;,"Des Moines, IA",0,0,NaN
athomeinthesun,2019-11-04 19:58:14,Great discussion today with  and international partners on quality education in the #DRC through the  ,"Ottawa, Ontario",2,0,NaN
phoebemarshh,2019-11-04 19:57:51,How the University of Utah s police department treated female victims and officers for years before Lauren McCluskey s ,NaN,78,0,NaN
GPforEducation,2019-11-04 19:57:48,Great discussion today with  and international partners on quality education in the #DRC through the  ,NaN,2,0,NaN
BEATBOX029,2019-11-04 19:57:46,admin officer;;Location: Abuja;;0-2 years. He/she must be very conversant with the use of social media;;Education: A unive ,NaN,164,0,NaN
emporiagazette,2019-11-04 19:57:12,"With construction nearing completion at Emporia State University s Breidenthal University House, which will serve a  ","Emporia, Kansas",0,0,NaN
ms40237,2019-11-04 19:56:34,"Paula White is to religion what Trump University was to higher education:  a fraud.;;Paula White, Newest White House Aide, Is a ",NaN,6223,0,NaN
ROCMAN993,2019-11-04 19:56:21,"Paula White is to religion what Trump University was to higher education:  a fraud.;;Paula White, Newest White House Aide, Is a ","Huntington, NY, USA",6223,0,NaN
PeelAdultCredit,2019-11-04 19:56:17,THIS WEEK IN ADULT EDUCATION;Mon   Early Registration begins;Tues   Sit and Stretch Sabrina ;Wed -Improv fun and ga  ,Canada,1,0,NaN
Jen_the_Curious,2019-11-04 19:55:33,Canada's public services like healthcare and education are radically underfunded compared to other developed countries. h ,NaN,7,0,NaN
dmcsghe,2019-11-04 19:55:20,"Compelling practice, so good to see students engaged and in action ;#education #highereducation  ",NaN,0,1,NaN
DiInTheSun,2019-11-04 19:55:10,"THREAD: For months, I ve been reporting for this article  requesting records, interviewing former staff + talking to s ",Utah...for now,154,0,NaN
GOP_Ghost,2019-11-04 19:55:06,University faces legal threats from students of color who demand university stop using the SAT and ACT because their scores ' ,NaN,25,0,NaN
Lucy2300090,2019-11-04 19:54:58,University faces legal threats from students of color who demand university stop using the SAT and ACT because their scores ' ,Georgia,25,0,NaN
simplyufuoma,2019-11-04 19:54:53,admin officer;;Location: Abuja;;0-2 years. He/she must be very conversant with the use of social media;;Education: A unive ,NaN,164,0,NaN
TheShadowKnow19,2019-11-04 19:54:06,"Paula White is to religion what Trump University was to higher education:  a fraud.;;Paula White, Newest White House Aide, Is a ",Right behind you... ,6223,0,NaN
tgradous,2019-11-04 19:53:56,University faces legal threats from students of color who demand university stop using the SAT and ACT because thei  ,Home of The MASTERS  ,25,12,NaN
softballkilla9,2019-11-04 19:53:48,"Paula White is to religion what Trump University was to higher education:  a fraud.;;Paula White, Newest White House Aide, Is a ",United States,6223,0,NaN
DigiHealthCA,2019-11-04 19:53:04,NEW! Resource Guide to Digital Health in Canada. Presenting the new Resource Guide to Digital Health in Canada   a  ,Canada,2,2,NaN
TheUnicorn999,2019-11-04 19:52:53,"Paula White is to religion what Trump University was to higher education:  a fraud.;;Paula White, Newest White House Aide, Is a ","California, USA",6223,0,NaN
IbrarRa99816655,2019-11-04 19:51:11,A great many students have had to quit education or leave their desired field of study just b/c they can t afford universi ,NaN,116,0,NaN
knightkrier,2019-11-04 19:50:58,Get to Know Norwin School Board Candidate: ;Robert E. Wayman;Graduate of the University of Pittsburgh with a Bachel  ,"North Huntingdon, PA",0,0,1191345062686449664
pisela_a,2019-11-04 19:50:58,admin officer;;Location: Abuja;;0-2 years. He/she must be very conversant with the use of social media;;Education: A unive ,Psalm 1:3,164,0,NaN
dmcsghe,2019-11-04 19:50:52,Vital to have this investment and support from  interested in finding out more  open day 17 Nov  ,NaN,0,0,NaN
immigrantsnews,2019-11-04 19:50:32,Canada's public services like healthcare and education are radically underfunded compared to other developed countries. h ,Canada,7,0,NaN
ReadySetWorkng,2019-11-04 19:50:31,"To kickstart this year's edition, a Sensitization Programme for Lagos State University (LASU) final year students w  ","Lagos, Nigeria",3,1,1191442333683855362
