User Name,Time,Tweet,User Location,Retweeted Count,Favorited Count,Replied
britahorn,2019-11-04 15:18:59," University of Colorado Regent Chance Hill is formally opposing Proposition CC, saying it would result in a  permanent bla ",Western Slope COLORADO,3,0,NaN
colorado_watch,2019-11-04 15:18:47," University of Colorado Regent Chance Hill is formally opposing Proposition CC, saying it would result in a  permanent bla ",NaN,3,0,NaN
DBatEliteGavin,2019-11-04 15:18:26,Blessed to announce my commitment to play baseball and continue my education at Missouri University of Science and Technolog ,"Dallas, TX",29,0,NaN
domcastelli_,2019-11-04 15:17:48,Excited to announce that I will be continuing my education and golf career at Taylor University!!  Can t wait to see what the L ,"Wichita, KS",27,0,NaN
Alvinmuhumuza,2019-11-04 15:17:20,"Parliament has learnt that due to tuition fees increment at Makerere University, about 1000 students have discontinued s ","Kampala, Uganda",55,0,NaN
MissChidexy,2019-11-04 15:16:43,admin officer;;Location: Abuja;;0-2 years. He/she must be very conversant with the use of social media;;Education: A unive ,Abuja Nigeria,164,0,NaN
orionsucks,2019-11-04 15:16:40,"THREAD: For months, I ve been reporting for this article  requesting records, interviewing former staff + talking to s ",FREE HONG KONG,154,0,NaN
APSCUFGR,2019-11-04 15:16:38,"Huge news coming out of  &amp;    as they announce an expanded partnership, guaranteeing admission t ","Harrisburg, PA",6,0,NaN
Greystoke,2019-11-04 15:16:37,How the University of Utah s police department treated female victims and officers for years before Lauren McCluskey s ,NoVA,78,0,NaN
ClintWRasmussen,2019-11-04 15:16:37,This article discusses how the ; police chief hired his friends &amp; son-in-law. Disciplined himself for sexual harassm ,NaN,27,0,NaN
JailamBey,2019-11-04 15:16:36,", your brownies are truly sensational. Made with Lindt chocolate, these are moist, soft, chocolatey and fudg ",Male',8,0,NaN
quiver_don,2019-11-04 15:16:30,admin officer;;Location: Abuja;;0-2 years. He/she must be very conversant with the use of social media;;Education: A unive ,Venus,164,0,NaN
GreenIvyPSS,2019-11-04 15:16:17,Jing holds a #master's degree in #Bilingual/#Bicultural #Education from   as well as a bac  ,"FiDi, NYC",0,0,NaN
Darth_Dominic,2019-11-04 15:16:08, For all I know those 22000+ will still find themselves in some colleges or universities because a ce  ,"Lusaka, Zambia",0,0,1191373081719255040
goodnesspreye,2019-11-04 15:15:52,admin officer;;Location: Abuja;;0-2 years. He/she must be very conversant with the use of social media;;Education: A unive ,"Abuja, Nigeria",164,0,NaN
risto_mn,2019-11-04 15:15:46,We are ranked as the third best European university in Computer Science in the recently published US News Ranking!  ,Aalto University,18,0,NaN
mwillamettenow,2019-11-04 15:15:22,"Female students and former employees say the  police department blamed victims, failed to contact them promptly and compl ","Corvallis, OR",61,0,NaN
EqualityRahul,2019-11-04 15:15:22, this does leave a very big question what kind of education is being provided in these University is it  ,"Gurgaon, India",0,0,1191338049403146241
UniofHerts,2019-11-04 15:15:14,The  partners with  to #safeguard student #wellbeing and #employability  #e ,"Hertfordshire, UK",1,0,NaN
SothanJohana,2019-11-04 15:15:07,"Free Education University &gt;&gt; How to get grants for trade or vocational school, community colleges, or a university  ","Secaucus, NJ",0,0,NaN
LPEmond99,2019-11-04 15:14:45,"Study in Canada, and you ll receive an internationally recognized education from some of the top educators and academics ","Kuwait city, Kuwait",2,0,NaN
siresoul,2019-11-04 15:14:18,"A student at Bolan Medical University suspended for 8 months because he entered office of registrar without permission, af ","London, England",80,0,NaN
monica_kast,2019-11-04 15:14:09,ETSU's president said the signs were an attack on the campus and its values. From  ;,"Knoxville, TN",1,0,NaN
McLNeuro,2019-11-04 15:13:59,How the University of Utah s police department treated female victims and officers for years before Lauren McCluske  ,NashVegas!,5,9,NaN
Williams4TN,2019-11-04 15:13:56,'It's Okay To Be White' signs placed on East Tennessee State University's campus , u op  p sd   ,1,0,NaN
UNICEFCanada,2019-11-04 15:13:40,"Her father was killed by the Taliban for championing his daughter to get an education. In 2012, Roya Shams escaped to Cana ","Toronto, Canada",514,0,NaN
iam_OGD,2019-11-04 15:13:38,admin officer;;Location: Abuja;;0-2 years. He/she must be very conversant with the use of social media;;Education: A unive ,Abuja.,164,0,NaN
okceli,2019-11-04 15:13:34,How the University of Utah s police department treated female victims and officers for years before Lauren McCluskey s ,NaN,78,0,NaN
marywbennett,2019-11-04 15:13:28,"THREAD: For months, I ve been reporting for this article  requesting records, interviewing former staff + talking to s ","Utah, USA",154,0,NaN
Fulkersuk,2019-11-04 15:13:26,Fulkers Bailey Russell's Kent office has been working with higher education client University of Essex on a refurbi  ,United Kingdom,0,0,NaN
MichealRomiear,2019-11-04 15:13:25,"Opposition Spokesman on Education, Peter Bunting says the government should now move away from funding institutions an ",Jamaica,11,0,NaN
morungexpress05,2019-11-04 15:13:15,Higher education a privilege not available to many: Kovind;- President of India addresses 26th annual convocation o  ,Dimapur,0,1,NaN
mcall,2019-11-04 15:13:11,"Huge news coming out of  &amp;    as they announce an expanded partnership, guaranteeing admission t ","Allentown, PA",6,0,NaN
StThomasUniv,2019-11-04 15:12:39,St.Thomas University s nursing program is now amongst the top 25 best nursing schools nationwide for Hispanic nurse  ,"Miami, FL",2,8,NaN
morungexpress05,2019-11-04 15:12:36,Higher education a privilege not available to many: Kovind;- President of India addresses 26th annual convocation o  ,Dimapur,0,0,NaN
AugustOfficialx,2019-11-04 15:12:14,admin officer;;Location: Abuja;;0-2 years. He/she must be very conversant with the use of social media;;Education: A unive ,"Earth,ocean view",164,0,NaN
Osi_lama,2019-11-04 15:12:08,admin officer;;Location: Abuja;;0-2 years. He/she must be very conversant with the use of social media;;Education: A unive ,"Abuja, Nigeria",164,0,NaN
toomuchpesto,2019-11-04 15:11:54,"THREAD: For months, I ve been reporting for this article  requesting records, interviewing former staff + talking to s ",slc ,154,0,NaN
cheftacular,2019-11-04 15:11:45,How the University of Utah s police department treated female victims and officers for years before Lauren McCluskey s ,NaN,78,0,NaN
CBIANews,2019-11-04 15:11:44,"REGISTRATION IS OPEN! A premier conference for K-12 educators, attend this event to improve computer science education in yo ","Hartford, Connecticut",1,0,NaN
Nationwideradio,2019-11-04 15:11:42,"Opposition Spokesman on Education, Peter Bunting says the government should now move away from funding institutions  ","6 Bradley Avenue, Kingston",11,23,NaN
headuro_derby1,2019-11-04 15:11:31,Our Annual Lecture 19 will be delivered by David Andrews OBE. Title:  Is Gatsby great for careers education? A vision for the fu ,NaN,3,0,NaN
JohnWSowell,2019-11-04 15:11:20,Landowners started building 10-room duplexes for #BoiseState students. Then the neighbors cried foul.  ,"Boise, ID",2,2,NaN
SPARCperforming,2019-11-04 15:10:45,"Are you on Canada's Map of Arts &amp; Learning? If so, we want to hear from you! How have you connected with others, made partne ","Haliburton, Ontario",1,0,NaN
AllentownSD,2019-11-04 15:10:40,"Huge news coming out of  &amp;    as they announce an expanded partnership, guaranteeing admission t ","Allentown, PA",6,0,NaN
aino87445630,2019-11-04 15:10:16,  The Nazi gave the Polish only 4 years of education.;The Polish were only laborer. ;But  ,NaN,0,0,1191371776380375040
SenatorBrowne,2019-11-04 15:10:11,"Huge news coming out of  &amp;    as they announce an expanded partnership, guaranteeing admiss  ","Allentown, PA",6,13,NaN
Aunty_Dammy,2019-11-04 15:09:59,admin officer;;Location: Abuja;;0-2 years. He/she must be very conversant with the use of social media;;Education: A unive ,"Lagos,Nigeria",164,0,NaN
BasedDoomer,2019-11-04 15:09:14, Socialist Canada doesn t have a federal education department. It s all handled by the provinces up there.  ,"St. Louis, Missouri",0,0,1189995707215671296
CUPnewswire,2019-11-04 15:09:13,Federal government prioritizes international education with $148-million strategy  News   Th  ,NaN,0,0,NaN
knoxnews,2019-11-04 15:09:03,'It's Okay To Be White' signs placed on East Tennessee State University's campus ,"Knoxville, TN",1,2,NaN
ivy_mea,2019-11-04 15:08:29,admin officer;;Location: Abuja;;0-2 years. He/she must be very conversant with the use of social media;;Education: A unive ,Lagos,164,0,NaN
oulasvirta,2019-11-04 15:07:50,We are ranked as the third best European university in Computer Science in the recently published US News Ranking!  ,Helsinki,18,0,NaN
MsR0th,2019-11-04 15:07:49,Great provocation for a #QFT   ;;London has 5th highest NEET Youth - Not in Education Employme  ,NaN,0,6,NaN
JoinKHSC,2019-11-04 15:07:21,"#Emploi alerte: HDH Site CAS Registered Nurse,Diabetes Education &amp; Management Centre Comp#2018-157 | Kingston Healt  ","Kingston, Ontario, Canada",0,0,NaN
smtptigb,2019-11-04 15:06:58,A great many students have had to quit education or leave their desired field of study just b/c they can t afford universi ,"Gilgit-Baltistan, Pakistan",116,0,NaN
Hillel20735445,2019-11-04 15:06:50,"#LPU student, Sambit Shome fulfilled his dream of pursuing #International education by bagging the opportunity to study ",NaN,2,0,NaN
Nathann_09,2019-11-04 15:06:42,"  I agree. It shouldn t have to happen, however if the parents can t afford to buy them out  ",London (United Kingdom),0,0,1191340018259939328
HodaAKamel,2019-11-04 15:06:31,"Study in Canada, and you ll receive an internationally recognized education from some of the top educators and academics ","Ontario, Canada",2,0,NaN
IamTimayin,2019-11-04 15:06:18,admin officer;;Location: Abuja;;0-2 years. He/she must be very conversant with the use of social media;;Education: A unive ,NaN,164,0,NaN
CitImmCanada,2019-11-04 15:05:17, Hi. That depends on your ECA report results. You can use this comparison table to find out how many  ,Canada,0,0,1190951778004504577
nkutehogan,2019-11-04 15:04:58,admin officer;;Location: Abuja;;0-2 years. He/she must be very conversant with the use of social media;;Education: A universit ,Lagos,7,0,NaN
PTICPOfficial,2019-11-04 15:04:43,A great many students have had to quit education or leave their desired field of study just b/c they can t afford unive ,"Central Punjab, Pakistan",7,0,NaN
dana61002341,2019-11-04 15:04:39,   This guy got a degree from Osmania University. This is a fraud university in Andhra Pr ,NaN,25,0,NaN
ItsGhoke,2019-11-04 15:04:30,admin officer;;Location: Abuja;;0-2 years. He/she must be very conversant with the use of social media;;Education: A unive ,Everywhere,164,0,NaN
CanEmbEgypt,2019-11-04 15:04:29,"Study in Canada, and you ll receive an internationally recognized education from some of the top educators and ac  ",Egypt,2,4,NaN
CACREP,2019-11-04 15:04:12,CACREP congratulates the University of Cincinnati Doctoral Program and the East Tennessee State University Masters  ,"Alexandria, VA",0,13,NaN
EspooInnovation,2019-11-04 15:03:59,We are ranked as the third best European university in Computer Science in the recently published US News Ranking!  ,"Espoo, Finland",18,0,NaN
ChildOfGrace16,2019-11-04 15:03:37,admin officer;;Location: Abuja;;0-2 years. He/she must be very conversant with the use of social media;;Education: A universit ,"Federal Capital Territory, Nig",7,0,NaN
RASHID36344009,2019-11-04 15:03:30,A great many students have had to quit education or leave their desired field of study just b/c they can t afford unive ,NaN,7,0,NaN
AkinboyowaDami,2019-11-04 15:03:27,admin officer;;Location: Abuja;;0-2 years. He/she must be very conversant with the use of social media;;Education: A unive ,Ibadan ,164,0,NaN
DenfordOscar,2019-11-04 15:03:20,"University tuition fees scrapped - a reduction in teaching quality, also vague as hell, but I assume that it is onl  ",NaN,0,2,1191369097113690112
Hloksie7,2019-11-04 15:03:17,Helen Since when are quotas anti-merit?;;If the minister of education were to order racist universities such as UFS &amp; ,Centurion,23,0,NaN
Stuart98_,2019-11-04 15:03:17,"THREAD: For months, I ve been reporting for this article  requesting records, interviewing former staff + talking to s ","Utah, USA",154,0,NaN
YomiteYomi,2019-11-04 15:03:16,admin officer;;Location: Abuja;;0-2 years. He/she must be very conversant with the use of social media;;Education: A unive ,"Abuja, Osogbo",164,0,NaN
DacorumSA,2019-11-04 15:03:16,We will have a stand at the ITE open event at the University of Hertfordshire on the 21st November. ;Click below li  ,NaN,0,1,NaN
debgreening,2019-11-04 15:03:03,Conservative cuts to OSAP mean fewer students will graduate from our programs.;;We need to broaden access to post-secondary e ,NaN,3,0,NaN
OlaposiTheGreat,2019-11-04 15:02:57,admin officer;;Location: Abuja;;0-2 years. He/she must be very conversant with the use of social media;;Education: A unive ,NaN,164,0,NaN
stupatterson,2019-11-04 15:02:11,"Arthritic knees, rain and these steps - oh the joys of Higher Education in your late 40s. @ University of Strathcly  ",Glasgow,0,1,NaN
KellyMeyerhofer,2019-11-04 15:02:10,"The removal of the city s neighborhood officer worries some UW-Madison students, particularly sorority and fraterni  ","Madison, WI",0,0,NaN
NebraskaOnline,2019-11-04 15:02:07,"NU Online continues the University of Nebraska's long history of providing high-quality, flexible distance educatio  ",NaN,0,0,NaN
MeredithOCP,2019-11-04 15:02:03,"Thinking about law school? Join Regent University on Wednesday, November 13th to learn about the law school admissi  ","Meredith College, Raleigh, NC",0,0,NaN
SWAACanada,2019-11-04 15:01:48,"Career Opportunity:  Dean, Faculty of Education, University of Manitoba ","Toronto, Ontario, Canada",0,0,NaN
EnetoJr,2019-11-04 15:01:27,admin officer;;Location: Abuja;;0-2 years. He/she must be very conversant with the use of social media;;Education: A unive ,"Warri, Nigeria",164,0,NaN
I_am_ayoxele,2019-11-04 15:01:21,admin officer;;Location: Abuja;;0-2 years. He/she must be very conversant with the use of social media;;Education: A unive ,kwara,164,0,NaN
my_announce,2019-11-04 15:01:14,Blessed to announce my commitment to play baseball and continue my education at Missouri University of Science and Technolog ,NaN,29,0,NaN
TheNipseyHustla,2019-11-04 15:01:14,admin officer;;Location: Abuja;;0-2 years. He/she must be very conversant with the use of social media;;Education: A unive ,Abuja |North Ldn |Herts,164,0,NaN
TxHGC,2019-11-04 15:01:04,"#THGC Education Coordinator J.E. Wolfson reunited with his friend, Professor Phyllis Lassner of Northwest Universit  ",Texas,0,1,NaN
MRUAlumni,2019-11-04 15:00:56,Head back to school and register for MRU's Continuing Education Programs. The best part? Alberta Job Grants can hel  ,"Calgary, AB ",0,2,NaN
mckennaclement,2019-11-04 15:00:43,"THREAD: For months, I ve been reporting for this article  requesting records, interviewing former staff + talking to s ",BYU,154,0,NaN
SkillsMap,2019-11-04 15:00:31,"WE ARE HIRING! &gt;&gt; Position: Professor/Senior Lecturer (Prosthodontics), Place: Windhoek (Namibia), Company: UNAM &lt;&lt;  ",Africa,0,0,NaN
Sondsajohn,2019-11-04 15:00:27,Free Education University - Is a 17 course curriculum that teaches you how to find the right financial opportunitie  ,USA,0,0,NaN
TemmyRotex,2019-11-04 15:00:20,admin officer;;Location: Abuja;;0-2 years. He/she must be very conversant with the use of social media;;Education: A unive ,Lagos  ,164,0,NaN
lokeshrathor007,2019-11-04 15:00:12,#SHoDH;#Assam;#Guwahati;Fruitful interaction with research scholars of Gauhati university established as 15 th university ,"New Delhi, India",1,0,NaN
DeMogul1,2019-11-04 15:00:10,admin officer;;Location: Abuja;;0-2 years. He/she must be very conversant with the use of social media;;Education: A universit ,"Port Harcourt, Lagos ,Abuja",7,0,NaN
BahSerign,2019-11-04 15:00:08,#AI education is a new attraction for students across the world! Time to open more #AI #Universities    ,"Bakoteh, The Gambia",5,0,NaN
raamana_,2019-11-04 15:00:07,"From various urgent issues we had been noticing recently, I think requiring all public servants to have a solid uni  ","Toronto, Ontario",0,0,NaN
EducatorMagUK,2019-11-04 14:59:59,The  partners with  to #safeguard student #wellbeing and #employability  #education ,All UK #Schools,1,1,NaN
NicoleBarbaro,2019-11-04 14:59:28,"There is no college education worth $100,000 per year. Absolutely not.  ","Michigan, USA",16,92,NaN
sihleLOL,2019-11-04 14:58:54,Helen Since when are quotas anti-merit?;;If the minister of education were to order racist universities such as UFS &amp; ,"Johannesburg, South Africa",23,0,NaN
Arcdersen,2019-11-04 14:58:43,admin officer;;Location: Abuja;;0-2 years. He/she must be very conversant with the use of social media;;Education: A unive ,066,164,0,NaN
chansyeols,2019-11-04 14:58:34,"`;;  He was born in Seoul, South Korea.;  Family: Father, mother, older sister (Chanyeol s sister is a news reporte  ",ajf coc kaumelite Jesuschild,0,0,1191367698451615750
mugandizengibe,2019-11-04 14:58:31,admin officer;;Location: Abuja;;0-2 years. He/she must be very conversant with the use of social media;;Education: A unive ,Nigeria,164,0,NaN
HannahGaffey,2019-11-04 14:58:17,Today I'm the photographer at 'A one-day workshop for teaching staff at the University of Cambridge' on Anti-racist educa ,"North West, England",4,0,NaN
plug_cv,2019-11-04 14:58:11,admin officer;;Location: Abuja;;0-2 years. He/she must be very conversant with the use of social media;;Education:  ,"Lagos, Nigeria",7,7,NaN
_Oluwa_tobiloba,2019-11-04 14:58:01,admin officer;;Location: Abuja;;0-2 years. He/she must be very conversant with the use of social media;;Education: A unive ,NaN,164,0,NaN
Microbaris20,2019-11-04 14:57:50,admin officer;;Location: Abuja;;0-2 years. He/she must be very conversant with the use of social media;;Education: A unive ,NaN,164,0,NaN
justice_okwara,2019-11-04 14:57:12,admin officer;;Location: Abuja;;0-2 years. He/she must be very conversant with the use of social media;;Education: A unive ,NaN,164,0,NaN
bayo_aka_kobe,2019-11-04 14:57:09,admin officer;;Location: Abuja;;0-2 years. He/she must be very conversant with the use of social media;;Education: A unive ,somewhere,164,0,NaN
ImranCh13302519,2019-11-04 14:57:06,A great many students have had to quit education or leave their desired field of study just b/c they can t afford universi ,NaN,116,0,NaN
Dayofamuditi,2019-11-04 14:57:00,admin officer;;Location: Abuja;;0-2 years. He/she must be very conversant with the use of social media;;Education: A unive ,Lagos,164,0,NaN
Chasingharmony1,2019-11-04 14:56:57,Conservative cuts to OSAP mean fewer students will graduate from our programs.;;We need to broaden access to post-secondary e ,NaN,3,0,NaN
lilihallllllll,2019-11-04 14:56:32,Did the  go easy on the Texas Cowboys after a night of hazing and a student s death? ,Hong Kong,30,0,NaN
NehalShah97,2019-11-04 14:56:02,Join University Housing Services TONIGHT for the Latino Cultural Dinner. Soledad O'Brien will tell stories from her pe ,NaN,3,0,NaN
juwonray,2019-11-04 14:55:43,admin officer;;Location: Abuja;;0-2 years. He/she must be very conversant with the use of social media;;Education: A unive ,Abuja,164,0,NaN
InsafPK,2019-11-04 14:55:32,A great many students have had to quit education or leave their desired field of study just b/c they can t afford unive ,Pakistan,7,0,NaN
SaeedBaygi,2019-11-04 14:55:30,American University of Sharjah building UAE's #data science knowledge Gulf News  ,"Toronto, Ontario",0,0,NaN
jaypngkr,2019-11-04 14:55:29,The top 10 countries for future skills education;;1. Finland;2. Switzerland;3. New Zealand;4. Sweden;5. Canada ,NaN,293,0,NaN
aliaschool,2019-11-04 14:55:17,"A structured work system is a primary component of the Structured Teaching framework, which was developed by the Un  ",Bahrain,0,0,NaN
uwportage,2019-11-04 14:55:09,THANK YOU to the 82 #ProvostLeadershipAcademy students from Kent State University for giving their time and skills  ,"Ravenna, Ohio",0,2,NaN
Olayinkamazing,2019-11-04 14:55:04,admin officer;;Location: Abuja;;0-2 years. He/she must be very conversant with the use of social media;;Education: A unive ,Eko Miami,164,0,NaN
dkprovan,2019-11-04 14:54:47,Conservative cuts to OSAP mean fewer students will graduate from our programs.;;We need to broaden access to post-secondar ,Muskoka,21,0,NaN
YounisEllahi,2019-11-04 14:54:35,"A student at Bolan Medical University suspended for 8 months because he entered office of registrar without permission, af ","Quetta, Pakistan",80,0,NaN
SuccessOyelowo,2019-11-04 14:54:33,admin officer;;Location: Abuja;;0-2 years. He/she must be very conversant with the use of social media;;Education: A unive ,NaN,164,0,NaN
ye_tea,2019-11-04 14:54:26,admin officer;;Location: Abuja;;0-2 years. He/she must be very conversant with the use of social media;;Education: A unive ,"Federal Capital Territory, Nig",164,0,NaN
OslNl,2019-11-04 14:54:04,Last week the OSL team was very honoured to receive invitations from the Harvard University! We are looking forward  ,"Groningen, Nederland",0,0,NaN
PTIOfficialISB,2019-11-04 14:53:50,A great many students have had to quit education or leave their desired field of study just b/c they can t afford u  ,Islamabad,7,16,NaN
Javidd_Iran,2019-11-04 14:53:43,Report on high rate of university graduate unemployment in Iran ;; #US #Iraq #AP #NY  ,NaN,1,0,NaN
nipcng,2019-11-04 14:53:30,"3. The stakeholders are from Nigeria and Canada in six sectors (Agriculture, Education, Energy, Healthcare, Infrast  ","Abuja, Nigeria",1,1,NaN
BesigyeBarigye,2019-11-04 14:53:08,"Parliament has learnt that due to tuition fees increment at Makerere University, about 1000 students have discontinued s ",Uganda,55,0,NaN
timeshighered,2019-11-04 14:52:01,Collaboration concerns remain as China shifts focus to arts   one US university turned down a joint venture and ano  ,Global,0,0,NaN
Mr_Aiyanyor,2019-11-04 14:52:00,admin officer;;Location: Abuja;;0-2 years. He/she must be very conversant with the use of social media;;Education: A unive ,"Lagos, Nigeria",164,0,NaN
HarleyMurdoch6,2019-11-04 14:51:59,Helen Since when are quotas anti-merit?;;If the minister of education were to order racist universities such as UFS &amp; ,"California, USA",23,0,NaN
PeytonWXYZ,2019-11-04 14:51:36,A  student died after a Texas Cowboys retreat where recruits were hazed. The univ let the student org operate wi ,East Texas,26,0,NaN
callmerobinia,2019-11-04 14:51:13,"THREAD: For months, I ve been reporting for this article  requesting records, interviewing former staff + talking to s ",NaN,154,0,NaN
Adonisee,2019-11-04 14:51:13,admin officer;;Location: Abuja;;0-2 years. He/she must be very conversant with the use of social media;;Education:  ,Nigeria,0,0,NaN
DavidStaats,2019-11-04 14:51:00,Neighbors complain single-family #homes are being replaced by large duplexes housing up to 10 #BoiseState students  ,Boise ID,3,2,NaN
mngallardo,2019-11-04 14:50:47,An Indigenous school in southwestern Ontario has partnered with #IBM #Canada to offer high school students a tuitio  ,"Minneapolis, MN",0,1,NaN
gday_willstiles,2019-11-04 14:50:36,Conservative cuts to OSAP mean fewer students will graduate from our programs.;;We need to broaden access to post-secondary e ,Wellington County,3,0,NaN
tyler_trudo,2019-11-04 14:50:34,Excited to announce that I will be continuing my education and golf career at Taylor University!!  Can t wait to see what the L ,NaN,27,0,NaN
lentsuah,2019-11-04 14:50:21,Free policies for the NDC manifesto committee.;Free Tertiary Education;;One student one laptop;;One teacher one bungalo ,Ghana (Central Region),2,0,NaN
HunnieSkittles,2019-11-04 14:49:41,admin officer;;Location: Abuja;;0-2 years. He/she must be very conversant with the use of social media;;Education: A unive ,Goron Tula zone,164,0,NaN
VidalShane,2019-11-04 14:49:34,"The Detroit Center for Innovation will be a $300-million, 190,000-square-foot research and education center in partnersh ",Chi.LA.NYC,4,0,NaN
WHH_PLA,2019-11-04 14:49:31,Conservative cuts to OSAP mean fewer students will graduate from our programs.;;We need to broaden access to post-  ,Wellington- Halton Hills,3,3,NaN
varij_shah,2019-11-04 14:48:50,The Texas Cowboys were allowed to operate virtually without restrictions for eight months after Nicky Cumberland died o ,HTX   ATX,13,0,NaN
TuckerSamuelsen,2019-11-04 14:48:46,"THREAD: For months, I ve been reporting for this article  requesting records, interviewing former staff + talking to s ","Salt Lake City, UT",154,0,NaN
AgabaEmmanuel18,2019-11-04 14:48:39,"Parliament has learnt that due to tuition fees increment at Makerere University, about 1000 students have discontinued s ",Makerere ,55,0,NaN
__black_currant,2019-11-04 14:48:25,admin officer;;Location: Abuja;;0-2 years. He/she must be very conversant with the use of social media;;Education: A unive ,"Ikeja, Nigeria",164,0,NaN
zularob81832469,2019-11-04 14:48:05,'It's Okay To Be White' signs placed on East Tennessee State University's campus  via  ,Tennessee,0,0,NaN
elzzika,2019-11-04 14:47:59,admin officer;;Location: Abuja;;0-2 years. He/she must be very conversant with the use of social media;;Education: A unive ,"Abuja, kaduna ,Nigeria",164,0,NaN
Nnewi300,2019-11-04 14:47:43,admin officer;;Location: Abuja;;0-2 years. He/she must be very conversant with the use of social media;;Education: A unive ,"lagos, nigeria.",164,0,NaN
SherylFallon4,2019-11-04 14:47:32,Conservative cuts to OSAP mean fewer students will graduate from our programs.;;We need to broaden access to post-secondar ,NaN,21,0,NaN
Purdue1960_69,2019-11-04 14:47:20,A lot of you had questions about Purdue s new seal that was inaugurated during the university's centennial. The cur  ,"West Lafayette, IN",0,0,NaN
Sawyer68046631,2019-11-04 14:46:57,This guy got a degree from Osmania University. This is a fraud university in Andhra Pradesh-India. Students enroll and absco ,NaN,11,0,NaN
Monsterwithin,2019-11-04 14:46:48,"THREAD: For months, I ve been reporting for this article  requesting records, interviewing former staff + talking to s ",Sugar House,154,0,NaN
HodaAKamel,2019-11-04 14:46:47,"Representatives from 24 different Canadian universities are in Cairo today, to meet with students from 8 international s ","Ontario, Canada",1,0,NaN
maggoo0,2019-11-04 14:46:38,`bbcnews Jo Johnson mp stands up for free speech in universities.If free speech in universities is restricted as he  ,A little house in the outback.,0,0,NaN
Leafye_river,2019-11-04 14:46:35,Conservative cuts to OSAP mean fewer students will graduate from our programs.;;We need to broaden access to post-secondar ,"Vaughan, Ontario",21,0,NaN
ibreed__,2019-11-04 14:46:33,admin officer;;Location: Abuja;;0-2 years. He/she must be very conversant with the use of social media;;Education: A unive ,Nigeria,164,0,NaN
gumshoe77,2019-11-04 14:46:22,"THREAD: For months, I ve been reporting for this article  requesting records, interviewing former staff + talking to s ",USA,154,0,NaN
mr_muize,2019-11-04 14:46:22,admin officer;;Location: Abuja;;0-2 years. He/she must be very conversant with the use of social media;;Education: A unive ,"Abeokuta, Nigeria",164,0,NaN
_AdeFunke_,2019-11-04 14:46:20,admin officer;;Location: Abuja;;0-2 years. He/she must be very conversant with the use of social media;;Education: A unive ,"Lagos, Nigeria",164,0,NaN
afolobys,2019-11-04 14:46:15,admin officer;;Location: Abuja;;0-2 years. He/she must be very conversant with the use of social media;;Education:  ,Lagos,0,0,NaN
kraekerc,2019-11-04 14:46:12," In highschool - social, all social. In university it was all about productions (I was a TheatreArts major  ","London, Ontario, Canada",0,1,1191362466015567872
FellyPuppa,2019-11-04 14:46:10,admin officer;;Location: Abuja;;0-2 years. He/she must be very conversant with the use of social media;;Education: A unive ,"Lagos, Nigeria",164,0,NaN
abbaavil,2019-11-04 14:46:09,admin officer;;Location: Abuja;;0-2 years. He/she must be very conversant with the use of social media;;Education: A unive ,NG,164,0,NaN
BWeberD,2019-11-04 14:46:08,Conservative cuts to OSAP mean fewer students will graduate from our programs.;;We need to broaden access to post-secondar ,"Central Elgin, Ontario",21,0,NaN
CanEmbEgypt,2019-11-04 14:46:03,"Representatives from 24 different Canadian universities are in Cairo today, to meet with students from 8 internat  ",Egypt,1,3,NaN
marshaladex,2019-11-04 14:45:58,admin officer;;Location: Abuja;;0-2 years. He/she must be very conversant with the use of social media;;Education: A unive ,Wall Street ,164,0,NaN
Foolscap8,2019-11-04 14:45:35,"  Oh but it was OK for Tlaib to graduate from Wayne State, AOC from Boston University, Mich  ","New Jersey, USA",0,0,1190659544810184705
thisaminat,2019-11-04 14:45:31,admin officer;;Location: Abuja;;0-2 years. He/she must be very conversant with the use of social media;;Education: A unive ,"Abuja, Nigeria",164,0,NaN
attaller,2019-11-04 14:45:12,admin officer;;Location: Abuja;;0-2 years. He/she must be very conversant with the use of social media;;Education: A unive ,"Calabar, Nigeria",164,0,NaN
jenndunn31,2019-11-04 14:45:06,The future of #Canada s emerging #Biotechnology market is innovative. So was their  news release. Lear  ," T: 38.8865179,-77.1169812",0,0,NaN
Camswr_73js,2019-11-04 14:45:05,Please  &gt;&gt; Free Education University - How to graduate DEBT FREE! Get 75% off for a limited time!  Link in Bio ,USA,0,0,NaN
LIL_CHINNEX,2019-11-04 14:45:04,admin officer;;Location: Abuja;;0-2 years. He/she must be very conversant with the use of social media;;Education: A unive ,"Abuja, Nigeria",164,0,NaN
ARahmart,2019-11-04 14:45:00,admin officer;;Location: Abuja;;0-2 years. He/she must be very conversant with the use of social media;;Education: A unive ,NaN,164,0,NaN
erharvey14,2019-11-04 14:44:55,We have a new role as  s Assistant Registrar (Further Education &amp; Skills) which forms a crucial part of both ,London,3,0,NaN
JOlogunde,2019-11-04 14:44:38,admin officer;;Location: Abuja;;0-2 years. He/she must be very conversant with the use of social media;;Education:  ,In My Space ,0,0,NaN
ashish_dagwar,2019-11-04 14:44:27,Glad to have adressed a fully packed sudmersen hall at historic Cotton University. I insisted on the quality of educatio ,"Maharashtra, India",20,0,NaN
MOR___A,2019-11-04 14:44:19,admin officer;;Location: Abuja;;0-2 years. He/she must be very conversant with the use of social media;;Education: A unive ,heaven ,164,0,NaN
